ID,Split,Lesson_Topic,History,Expert_Human_Tutor,Peda_Strategies,LPD,LPD_Probabilities,BES,BES_Probabilities,BERT,BERT_Probabilities
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,,,,,,
290098352,test,4.5C.Area,||| teacher: Please check the question once. ||| teacher: The factors are 24 and 86. ||| teacher: What is the formula for finding the area of a rectangle? ||| student: multiplying ||| ,Yes you're right - you need to multiply! What should we multiply to find the area of a rectangle?,ask_question,provide_similar_problem,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.10025639037887758, 'ask_question': 0.39336842557585405, 'encourage_student': 0.0, 'explain_concept': 0.5063751840452683, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.007414242, 'ask_question': 0.9706477, 'encourage_student': 0.009461691, 'explain_concept': 0.0032506175, 'provide_correction': 0.001719288, 'provide_hint': 0.0017493115, 'provide_similar_problem': 0.0008650013, 'provide_strategy': 0.003273311, 'simplify_question': 0.001618804}"
616503615,test,5.4G.Volume of Rectangular Prisms (Review) - 1,||| teacher: A rectangular prism can be defined as a 3-dimensional solid shape that has six faces that are rectangles. ||| teacher: Here's our first question. ||| teacher: What are we asked to find? ||| student: Finding the area ||| ,"We will find the volume of the shape. The formula is length times width times height. If the length is 4, width is 3 and height is 5, what is the volume?",provide_similar_problem,provide_strategy,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.0, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.6444425492734789, 'provide_correction': 0.10567760626753603, 'provide_hint': 0.0, 'provide_similar_problem': 0.08201531573031572, 'provide_strategy': 0.0, 'simplify_question': 0.1678645287286694}",ask_question,"{'affirm_correct_answer': 0.0114202285, 'ask_question': 0.006765471, 'encourage_student': 0.006991609, 'explain_concept': 0.026827706, 'provide_correction': 0.026076715, 'provide_hint': 0.024976652, 'provide_similar_problem': 0.74942523, 'provide_strategy': 0.13757677, 'simplify_question': 0.009939639}"
40141198,test,4.6B.Symmetry (Review) - 2,||| teacher: Let's work together to get master this topic. ||| student: k ||| teacher: What is symmetry? ||| student: like you cut it in half ||| ,That's right! A line of symmetry is a line that cuts a figure in half,affirm_correct_answer,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.1516724145766604, 'ask_question': 0.6086907963716267, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.10891124889136364, 'provide_strategy': 0.0, 'simplify_question': 0.13072554016034935}",ask_question,"{'affirm_correct_answer': 0.8714694, 'ask_question': 0.009787029, 'encourage_student': 0.07661032, 'explain_concept': 0.0028663613, 'provide_correction': 0.01342878, 'provide_hint': 0.01060443, 'provide_similar_problem': 0.005622383, 'provide_strategy': 0.0030568573, 'simplify_question': 0.006554578}"
401399324,test,3.6C.Unit Squares (Review) - 2,||| teacher: Good effort here! I can see you are trying your best. Plus 1 point! ||| teacher: Let's move on to the next question. ||| teacher: What is the length of this shape? ||| student: 88 feet ||| ,Great try! You want to count the number of squares along the edge.,provide_strategy,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.8823842775102534, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.04351042821104544, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.07410529427870102, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.006783882, 'ask_question': 0.048336785, 'encourage_student': 0.004724971, 'explain_concept': 0.019792313, 'provide_correction': 0.015092178, 'provide_hint': 0.014619975, 'provide_similar_problem': 0.020042393, 'provide_strategy': 0.79157966, 'simplify_question': 0.07902785}"
640471095,test,5.2A.Place Value,||| teacher: Keep going. ||| teacher: Show your work on the whiteboard. ||| teacher: Are you done with your answer? ||| student: yes ||| ,Most of your work looks great! Can you recheck your final answer?,ask_question,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.8206835359877562, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.10661694338246709, 'provide_similar_problem': 0.0, 'provide_strategy': 0.07269952062977661, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.026014946, 'ask_question': 0.87462384, 'encourage_student': 0.02308043, 'explain_concept': 0.018882621, 'provide_correction': 0.012136951, 'provide_hint': 0.016814971, 'provide_similar_problem': 0.0018612396, 'provide_strategy': 0.024368694, 'simplify_question': 0.0022163463}"
429626123,test,3.6A.Shapes and Area,||| teacher: Good ||| teacher: Tell me the answer ||| teacher: How much of the brick is painted yellow? ||| student: 1\\4 ||| ,"Ah, close. Do you see how the brick is divided into 5 sections?",explain_concept,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6516212299007638, 'encourage_student': 0.0, 'explain_concept': 0.21081818164842836, 'provide_correction': 0.04896111026613288, 'provide_hint': 0.08859947818467495, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.06872956, 'ask_question': 0.040470593, 'encourage_student': 0.091093734, 'explain_concept': 0.5917084, 'provide_correction': 0.07542336, 'provide_hint': 0.018687107, 'provide_similar_problem': 0.019740248, 'provide_strategy': 0.020136857, 'simplify_question': 0.07401009}"
637779512,test,5.2B.Comparing Decimal Numbers,||| teacher: '<' is the lesser than symbol. 7.09 is less than(<) 7.90. ||| teacher: Did you understand what i did on the whiteboard ? ||| teacher: Are you there in the session? ||| student: ya ||| ,Ok. Could you tell me whether this is a true statement or false statement?,ask_question,provide_similar_problem,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.03347647466426873, 'ask_question': 0.8834476510497656, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.04033747158340813, 'provide_hint': 0.0, 'provide_similar_problem': 0.04273840270255746, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.027259847, 'ask_question': 0.9382601, 'encourage_student': 0.009753235, 'explain_concept': 0.004462315, 'provide_correction': 0.004372839, 'provide_hint': 0.006156408, 'provide_similar_problem': 0.0017689591, 'provide_strategy': 0.0064348606, 'simplify_question': 0.0015315381}"
285620578,test,3.6B.Quadrilaterals,"||| teacher: Okay, here comes the next one. ||| student: done ||| teacher: Is that your final answer? ||| student: yes ||| ",Great try! Why did you choose that shape?,ask_question,provide_strategy,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6793265326412291, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.10933327402328231, 'provide_similar_problem': 0.0, 'provide_strategy': 0.21134019333548856, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.009622707, 'ask_question': 0.03287399, 'encourage_student': 0.03353395, 'explain_concept': 0.85120213, 'provide_correction': 0.013554174, 'provide_hint': 0.007412703, 'provide_similar_problem': 0.006944371, 'provide_strategy': 0.030284515, 'simplify_question': 0.014571485}"
294924128,test,4.1A.Converting Units of Measure,||| teacher: Let me explain it to you again. ||| teacher: Unit rate is used to compare quantities in which the second quantity is one. ||| teacher: How many inches are in 1 foot? ||| student: 14 ||| ,Close! There are 12 inches in a foo,explain_concept,affirm_correct_answer,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6860422557660388, 'encourage_student': 0.0, 'explain_concept': 0.3139577442339613, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.0134241795, 'ask_question': 0.0077475295, 'encourage_student': 0.0065776515, 'explain_concept': 0.88970757, 'provide_correction': 0.021728551, 'provide_hint': 0.021037025, 'provide_similar_problem': 0.0068769795, 'provide_strategy': 0.029168429, 'simplify_question': 0.0037320768}"
295112571,test,2.8A.2- and 3-Dimensional Shapes,||| student: octagon ||| teacher: Is that your final answer? ||| teacher: Are you rechecking the answer? ||| student: no ||| ,"Good try, but octagon is incorrect. How many sides does the shape have?",ask_question,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6882256272021675, 'encourage_student': 0.0, 'explain_concept': 0.31177437279783243, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.007879588, 'ask_question': 0.96810025, 'encourage_student': 0.0028564103, 'explain_concept': 0.0020393112, 'provide_correction': 0.004011229, 'provide_hint': 0.0057521523, 'provide_similar_problem': 0.0013219324, 'provide_strategy': 0.0063850544, 'simplify_question': 0.0016540143}"
292809230,test,4.6B.Symmetry,||| student: you can put more than one line through the square ||| student: actaully only number three is it ||| teacher: Can you mention the picture number? ||| student: 3 ||| ,Great try! Can you please explain how you got 3?,ask_question,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6634703657856823, 'encourage_student': 0.0, 'explain_concept': 0.33652963421431775, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.002581373, 'ask_question': 0.9828395, 'encourage_student': 0.0015468437, 'explain_concept': 0.0017324091, 'provide_correction': 0.0015299381, 'provide_hint': 0.0019879309, 'provide_similar_problem': 0.0008321863, 'provide_strategy': 0.005660998, 'simplify_question': 0.0012888999}"
291594361,test,4.2D.Rounding;3.6E.Shapes and Area,||| teacher: Pablo was asked to divide shapes into 8 equal parts. ||| teacher: Option A is the correct answer. ||| teacher: Did you get it? ||| student: yes ||| ,Great! Could you give this question a try?,provide_similar_problem,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.9415618564943607, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.05843814350563919}",ask_question,"{'affirm_correct_answer': 0.22551589, 'ask_question': 0.2150531, 'encourage_student': 0.050615646, 'explain_concept': 0.017159337, 'provide_correction': 0.13458137, 'provide_hint': 0.08981367, 'provide_similar_problem': 0.16424456, 'provide_strategy': 0.040474728, 'simplify_question': 0.062541716}"
293969845,test,2.9F.Area by Counting (Review) - 2,||| teacher: Sorry for the typo. ||| teacher: The shape is made of 8 unit squares. ||| teacher: What is the area of the shape? ||| student: there are 8 square but 4+2=6 ||| ,"Yes, there are 8 squares. To get the area, we need to multiply the 2 and 4, not add them",explain_concept,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.5894500976241727, 'encourage_student': 0.0, 'explain_concept': 0.3188228880077157, 'provide_correction': 0.0, 'provide_hint': 0.09172701436811168, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",simplify_question,"{'affirm_correct_answer': 0.0029817717, 'ask_question': 0.0009191707, 'encourage_student': 0.003807786, 'explain_concept': 0.9383761, 'provide_correction': 0.013871461, 'provide_hint': 0.007213439, 'provide_similar_problem': 0.02144991, 'provide_strategy': 0.009110348, 'simplify_question': 0.0022699845}"
285616718,test,3.6B.Quadrilaterals,||| teacher: That's really correct answer. ||| teacher: Plus 1 point added in your total. ||| teacher: Are all the sides of the playground straight? ||| student: no ||| ,That is incorrect. The sides are straight.,ask_question,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.0, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.7583421023072967, 'provide_correction': 0.0, 'provide_hint': 0.12582039304954204, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.11583750464316123}",ask_question,"{'affirm_correct_answer': 0.008507417, 'ask_question': 0.970868, 'encourage_student': 0.0029608684, 'explain_concept': 0.0015099384, 'provide_correction': 0.0035949429, 'provide_hint': 0.0044233548, 'provide_similar_problem': 0.0011224136, 'provide_strategy': 0.005431625, 'simplify_question': 0.0015815058}"
616589851,test,4.6A.Geometric Lines (Review) - 1,"||| student: FYI ||| teacher: Okay, Thank you for letting me know. ||| teacher: Have you completed working on this question? ||| student: yezir ||| ",What was your first step?,ask_question,simplify_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.7294420851429116, 'encourage_student': 0.0, 'explain_concept': 0.2705579148570883, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.0025523568, 'ask_question': 0.921656, 'encourage_student': 0.002001046, 'explain_concept': 0.0071420223, 'provide_correction': 0.004599836, 'provide_hint': 0.0060193674, 'provide_similar_problem': 0.0020141762, 'provide_strategy': 0.050454754, 'simplify_question': 0.0035604339}"
428877644,test,4.4H.Factors and Multiples,"||| student: sory ||| teacher: Which is greater than 36, five cannot be a factor of 6. We also know that all multiples of 5 end in 5 or 0, so because of this, 5 cannot be a factor of 36. ||| teacher: What is an example of an inverse operation we would get if we continued to search for factors? ||| student: 7 times 5=35 ||| ","Close! If we continued to search for factors, we would get 9*4 = 36 which is the inverse operation of 4*9.",explain_concept,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.0, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.753308976954289, 'provide_correction': 0.0, 'provide_hint': 0.09834325874379848, 'provide_similar_problem': 0.14834776430191263, 'provide_strategy': 0.0, 'simplify_question': 0.0}",explain_concept,"{'affirm_correct_answer': 0.0065155895, 'ask_question': 0.011862625, 'encourage_student': 0.003432733, 'explain_concept': 0.8495156, 'provide_correction': 0.009765349, 'provide_hint': 0.012750647, 'provide_similar_problem': 0.013978615, 'provide_strategy': 0.08925285, 'simplify_question': 0.0029260027}"
407801439,test,3.4A.Adding Whole Numbers,||| teacher: +2 points. ||| teacher:  ||| teacher: Is that your final answer? ||| student: yes ||| ,"Hm, not quite. We're looking for 342 + 200. Please make sure you're lining up the numbers correctly",provide_hint,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.8630778149293687, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.07487446054637907, 'simplify_question': 0.06204772452425218}",ask_question,"{'affirm_correct_answer': 0.06754239, 'ask_question': 0.09622188, 'encourage_student': 0.0199024, 'explain_concept': 0.022717068, 'provide_correction': 0.16146329, 'provide_hint': 0.5344917, 'provide_similar_problem': 0.0077927257, 'provide_strategy': 0.08773132, 'simplify_question': 0.0021372195}"
292861651,test,6.8D.Areas by Decomposition,"||| teacher: The formula for finding the area of a rectangle is, A=w*l. ||| student: ah ok ||| teacher: Do you have any questions so far? ||| student: nope ||| ",They want us to find the area of this rectangle. What are the measurements for width and length?,ask_question,provide_hint,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.13429011640415994, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.86570988359584, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.05781729, 'ask_question': 0.23649184, 'encourage_student': 0.051008366, 'explain_concept': 0.05701737, 'provide_correction': 0.103095084, 'provide_hint': 0.06263075, 'provide_similar_problem': 0.16650908, 'provide_strategy': 0.071099386, 'simplify_question': 0.19433078}"
411172176,test,5.2A.Place Value,||| teacher: 10*10=? ||| student: 100 ||| teacher: 100*10=? ||| student: 200? ||| ,"Ah, not quite. 100 * 2 = 200",provide_similar_problem,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.40822456484346265, 'encourage_student': 0.0, 'explain_concept': 0.3249527023943567, 'provide_correction': 0.06892936111395445, 'provide_hint': 0.11371229685460162, 'provide_similar_problem': 0.0, 'provide_strategy': 0.08418107479362458, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.013600033, 'ask_question': 0.016365916, 'encourage_student': 0.0040765223, 'explain_concept': 0.092530146, 'provide_correction': 0.124661505, 'provide_hint': 0.34571713, 'provide_similar_problem': 0.04865031, 'provide_strategy': 0.34811476, 'simplify_question': 0.0062836497}"
620714726,test,4.6D.Classifying 2D Figures,||| teacher: Can you solve this question? ||| student: yes ||| teacher: What is the answer to this question? ||| student: rectangle ||| ,"Hmm, what makes you say rectangle?",ask_question,simplify_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.5290916429279252, 'encourage_student': 0.0, 'explain_concept': 0.3771523163497462, 'provide_correction': 0.0, 'provide_hint': 0.09375604072232853, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.016089091, 'ask_question': 0.16925533, 'encourage_student': 0.07032164, 'explain_concept': 0.5763779, 'provide_correction': 0.01751951, 'provide_hint': 0.007937912, 'provide_similar_problem': 0.01627503, 'provide_strategy': 0.040607333, 'simplify_question': 0.08561621}"
630327619,test,5.1A.Multiplying Whole Numbers,||| teacher: Here is the first question. ||| teacher: We are asked to multiply the value 943 * 76. ||| teacher: Are you aware of muliplication? ||| student: is that right ||| ,"Great try, but the answer is not correct. Try to think as multiplication as an array. So 3 x 5 would be an array with 3 rows and 5 columns",provide_strategy,simplify_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.0, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.783200455385858, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.10449350378905492, 'simplify_question': 0.11230604082508713}",ask_question,"{'affirm_correct_answer': 0.012139776, 'ask_question': 0.30030817, 'encourage_student': 0.007554786, 'explain_concept': 0.11098482, 'provide_correction': 0.01907975, 'provide_hint': 0.0250837, 'provide_similar_problem': 0.010841998, 'provide_strategy': 0.5070056, 'simplify_question': 0.0070014154}"
295022040,test,7.4B.Unit Rates,"||| teacher: We need to find out $ per hour. ||| teacher: In the next step, we need to figure out the number of hours between 7:30 p.m. and 11:00 p.m. ||| teacher: How many hours are between 7:30 p.m. and 11:00 p.m.? ||| student: 5 ||| ","Here, let's count it in 1 hour intervals. Let's start at 7:30pm and increase the hour by 1 until we get to or pass 11:00pm. Could you try that?",provide_strategy,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.03961983714938986, 'ask_question': 0.6547132671895523, 'encourage_student': 0.0, 'explain_concept': 0.20869670807203258, 'provide_correction': 0.0, 'provide_hint': 0.09697018758902523, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.008892732, 'ask_question': 0.012822716, 'encourage_student': 0.004361156, 'explain_concept': 0.02133338, 'provide_correction': 0.07449977, 'provide_hint': 0.122057214, 'provide_similar_problem': 0.061273348, 'provide_strategy': 0.67560756, 'simplify_question': 0.019152118}"
634830657,test,5.3C.Estimate Solutions to Division Problems,||| teacher: So we can round off the numbers. ||| teacher: How can we round the number 17 to the nearest ten? ||| teacher: Do you need any help? ||| student: you turn the 1 into a 2???? ||| ,"Yes, we would turn the 1 into a 2. So would 17 rounded to the nearest ten be 27?",ask_question,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.666619356646721, 'encourage_student': 0.0, 'explain_concept': 0.20816991319233535, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.12521073016094372}",ask_question,"{'affirm_correct_answer': 0.012251204, 'ask_question': 0.035581, 'encourage_student': 0.04140186, 'explain_concept': 0.8331581, 'provide_correction': 0.009047874, 'provide_hint': 0.0061816457, 'provide_similar_problem': 0.012076763, 'provide_strategy': 0.023609087, 'simplify_question': 0.026692433}"
