Split,Expert_Human_Tutor,Label
train,Good thinking! 75 is correct.,1
train,"Hm, not quite. We need to break up the this shape into two smaller shapes",1
train,Ok great! How many minutes are there in 2 hours?,1
train,"Hmm, not quite. I think we may have switched the x and y coordinates",1
train,You are correct that a rectangle has 4 sides! Are there any other special characteristics of a rectangle?,1
train,Ratios are part to a whole and we can write them as fractions. We can write 2:3 as 2/3. How can we write the ratio 4:5?,1
train,Ok. Could you tell me whether this is a true statement or false statement?,1
train,"Yes, we would turn the 1 into a 2. So would 17 rounded to the nearest ten be 27?",1
train,This similar area problem will help you practice using the area formula with different values.,1
train,"Yes, you're not wrong. These are all parallelograms. However, is there a more precise term for parallelograms that have all 90 degree angles?",1
train,Exactly right! 15 is correct.,1
train,"Add them up to get 24, then divide by 3. So, the average is 8.",1
train,"Actually, 4 plus 9 is 13, not 14. Give it another try!",1
train,"Ah, not quite. To get the range of the number, we look at the greatest number in the data set and subtract the smallest number in the data set from it",1
train,"Yes, it’s a right triangle, as 3² + 4² equals 5², satisfying the Pythagorean theorem.",1
train,The diameter is a straight line passing through the center and touching both sides of the circle.,1
train,"Yes, your numerator is correct! However, remember that when we're adding fractions with the same denominator, we keep the denominator the same - we don't add the denominators.",1
train,Spot-on! 9 is correct.,1
train,Yes 4 is the part of 100. What's the other part we're looking for?,1
train,Try adding 6 to 24 to find the next multiple.,1
train,"Exactly right, the remainder is 2.",1
train,"Hmm, not quite. This question wants us to pick the rhombus out of the available answer choices. Do you remember what a rhombus is?",1
train,This similar problem lets you apply the same perimeter formula to different values.,1
train,That is not correct. Recalculate that problem and use your calculator to check your work.,1
train,"Ah, not quite. To convert a fraction into a decimal, we just divide the top by the bottom",1
train,Try using repeated addition. Think of it as adding 6 nine times or 9 six times.,1
train,Great try! What was your first step?,1
train,This example is similar and helps practice adding larger numbers.,1
train,"Start by finding 10% of 200, then find 5% and add them together.",1
train,Great try! Remember that for coordinates we need an x and a y value. Which one is 300?,1
train,"Actually, 6 + 13 equals 19.",1
train,The prefix for a 5 sided shape is penta. What would that shape be called?,1
train,"Ah, not quite. I notice that you're not writing down the numbers that carry over. If we don't do that, then it's easy to forgot how much was carried over",1
train,"Good work, 4 is the correct answer.",1
train,"Multiply 5 by 3 to get 15 cm², which is the space inside the rectangle.",1
train,"Try rounding each number to the nearest ten, then add, and adjust.",1
train,"Multiplication tables show repeated addition. For example, 3 x 4 means adding 3 four times.",1
train,This similar addition will help build your confidence with slightly larger sums.,1
train,Let's work through this together. We first subtract the ones place. Can you take 5 from 4?,1
train,Perfect! 20 is correct.,1
train,Remember a triangle is a 3 sided shape. How many are there?,1
train,Great try! What makes those trapezoids?,1
train,Look for the largest number that can divide both 20 and 50 evenly.,1
train,"No, not quite. Is the angle shown bigger than 90 degrees or less than 90 degrees?",1
train,"Ah, not quite. + means addition, you multiplied them instead. For example, 2 + 3 = 5. Could you give 36 + 42 another try?",1
train,"Good try, but octagon is incorrect. How many sides does the shape have?",1
train,Good! Let's try another problem.,1
train,"6 times 8 actually equals 48, not 42.",1
train,"Since 7 is the middle number, it’s the median.",1
train,"If you start with 15 items and take away 7, you’re left with 8.",1
train,Great start! You want to isolate the variable by reversing the operations step by step.,1
train,Square means multiplying the number by itself. So try calculating 7 × 7.,1
train,Is this statement true or false? 8.05 > 8.50 ,1
train,"Sorry, I don't understand. Could you type it again?",1
train,"Ah, close. Do you see how the brick is divided into 5 sections?",1
train,Close! There are 12 inches in a foo,1
train,"Great answer, 60 is correct.",1
train,"Ah, when we borrow from the column to the left, our number gets 10 added to it",1
train,"Absolutely, you got it! 6 is correct.",1
train,"5/10 simplifies to 1/2, not 5/5.",1
train,We need to determine how many groups of six can be made if there are 72 doughnuts. ,1
train,That's right! What are we multiplying?,1
train,"In the ordered pair 4,5 the 4 is x and the 5 is y. If we have another pair, 7,2 the 7 is x and the 2 is y. ",1
train,"Yes, a half is 0.5 in decimal form. This is because it represents one out of two equal parts.",1
train,Let's review place value. What number is in the tens place in the number 4726?,1
train,"Ah yeah, the answer to the next question is an acute angle!",1
train,"Let's look at the problem again. 2.564317 - In this problem, the 3 is in the ten--thousandth place because it is four places after the decimal.  ",1
train,That's right! A line of symmetry is a line that cuts a figure in half,1
train,"Let's review place value. In the number 4238, what number is in the tens place?",1
train,"Let's review place value. In the number 47298, what number is in the tens place?",1
train,"Great try! In order to find equivalent fractions you can multiply the numerator and denominator by the same number. So, 2/3 is the same as 4/6 because we just multiplied the numerator and denominator by 2.",1
train,"The range of a set of numbers is the difference between the lowest value and the highest value. In the set of numbers {4,1,89,3,6,73,12,28}, what is the range?",1
train,"Exactly right, the remainder is 3.",1
train,"Ah, no that's not it. Since we're focused on learning long division, it's ok to use your calculator for the subtraction part",1
train,"Great try! It looks like you divided 6 by 2. When we say ""product"" we mean to multiply.",1
train,"Adding 0.5 and 0.3 gives you 0.8, like combining 50 cents with 30 cents to get 80 cents.",1
train,"18 divided by 6 is actually 3, not 2.",1
train,"Great answer, 12 is correct.",1
train,"When multiplying fractions, you multiply the numerators and the denominators separately, which can make the result smaller.",1
train,What value is the 3 in the number 4362?,1
train,"Find 10% of 150, then multiply it by 3 to get 30%.",1
train,Ok! Let's talk through why it is important. Can you identify any information that isn't needed to solve the problem?,1
train,"Imagine 4 groups of 3 apples. Altogether, you have 12 apples.",1
train,A simple way is to move the decimal point one place to the left. That’s 10%.,1
train,"Hmm, not quite. What makes you think the answer is A?",1
train,"12/16 simplifies to 3/4, not 2/3.",1
train,"Divide 60 by 6 to find one-sixth, then multiply by 5.",1
train,Great try! Can you explain why you chose eight thousand?,1
train,"Oops, not quite. Please take a closer look. How many triangles (shape with 3 sides) do you see on the whiteboard?",1
train,Great try! It looks like you solved 65-53 instead of 63-55,1
train,What did you get when you multiplied 7x9?,1
train,"You sound unsure, and that's ok! What's the tens place value in 884?",1
train,"Try adding 10 + 10 first, then add the remaining parts (2 and 5). Breaking it down can help.",1
train,Close! Can you try to add again? I think you made a little adding mistake.,1
train,"The increase is $10, and $10 out of $50 is a 20% increase.",1
train,Great job that is correct!,1
train,"Perimeter is the total distance around a shape, found by adding up all its sides.",1
train,Could you say one sentence about what you learned from our chat?,1
train,Polygon is a large category of shape. Can you be more specific in naming this shape?,1
train,"Yes, 24/36 simplifies to 2/3. Great work!",1
train,"Hm, not quite. We're doing multiplication this time. ",1
train,"To solve for x, divide both sides by 3. So x = 12 ÷ 3, which equals 4, not 5.",1
train,A quick way to estimate is to round each number to the nearest ten. So try 50 + 30.,1
train,This similar fraction problem helps build a solid understanding of proportions.,1
train,"Yes, 9 is correct. Great work!",1
train,"You're close! Can you try to look again? You have the right idea, but you have the incorrect number.",1
train,"We will find the volume of the shape. The formula is length times width times height. If the length is 4, width is 3 and height is 5, what is the volume?",1
train,This example uses the same steps and will help you practice subtraction.,1
train,"Think of a number that, when multiplied by itself, gives 49.",1
train,"20 divided by 5 gives you 4. It’s like sharing 20 items among 5 groups, with each getting 4.",1
train,What was your first step?,1
train,"Counting by twos skips every other number, creating a pattern of even numbers.",1
train,"Start by finding 10% of 300, then double it for 20%.",1
train,"The probability is 1 out of 4, since there’s only 1 red marble out of a total of 4.",1
train,This similar multiplication problem will help reinforce your skills with basic multiplication.,1
train,"This fraction is similar, so it’s good practice to see if you remember the steps.",1
train,Great - let's try a problem. What is the area of this shape?,1
train,"Start by dividing 100 by 5 to get one-fifth, then multiply that result by 3.",1
train,This addition problem with similar values will reinforce your addition skills.,1
train,"9 times 5 is 45, not 40.",1
train,"The shape would have two dimensions, like width and height. Or a shape that has length and width. Can you think of an example?",1
train,"Hmm, not quite. You're off by a little bit. Could you put up all 10 of your fingers?",1
train,"25% as a fraction is 1/4, because 25 out of 100 simplifies to 1/4.",1
train,Well done!,1
train,"That's correct, well done!",1
train,Great job! 27 is exactly right.,1
train,"You have the right idea. 5 plus 4 is 9, but 5 times 4 is something else",1
train,Can you show me how you got that on the whiteboard?,1
train,Great try! When we multiply 19 by 5 we first need to multiply the 9 and 5,1
train,"Round 47 to 50, then multiply by 9. Estimation helps make mental math easier.",1
train,"Yes, 17 is spot-on. Great job!",1
train,This similar area problem will strengthen your understanding of the area calculation.,1
train,"Actually, the next multiple of 7 after 21 is 28, not 29.",1
train,"Doubling 12 means 12 × 2, which equals 24.",1
train,"Hm, not quite",1
train,"Hmm, not quite. Notice how half of Pete's model is shaded. So all of the fractions that equal 1/2 is represented by Pete's model",1
train,"Let's try to solve this problem together. There are 3 groups of 15 that go into 45. We check our answers by multiplying 15 times 3, which is 45. Do you understand?",1
train,"Great try! Remember that you need common denominators when you add fractions. What is the common denominator between 8, 4, and 2?",1
train,"0.75 as a fraction is 3/4, not 3/5.",1
train,"Actually, 100 divided by 20 equals 5, not 4.",1
train,"0.25 times 8 is actually 2, not 3.",1
train,Working through a similar problem will reinforce the concept of finding area.,1
train,"Ending in those digits means a number divides by 2, making it even.",1
train,Look for the largest number that divides both 18 and 24 evenly.,1
train,"Think of 17 as 10 + 7, then multiply each part by 4 and add the results.",1
train,A cube is a 3-dimensional shape. For this problem on quadrilaterals we are only considering 2-dimensional shapes.,1
train,Remember which hand is the minute and which is the hour? The longer one is the minute hand.,1
train,I would like you to recheck that calculation. Use a calculator to double check your answer. What is 57 minus 5?,1
train,"Ah, not quite. 100 * 2 = 200",1
train,"First, find 50% of 200, then find 5%, and subtract that from 50%.",1
train,"Hmm, not quite. We need to multiply top to top, bottom to bottom.",1
train,"Divide 100 by 4 to get one-fourth, then multiply by 3 for three-fourths.",1
train,Great - would you mind explaining so I can make sure you understand?,1
train,"Close! If we continued to search for factors, we would get 9*4 = 36 which is the inverse operation of 4*9.",1
train,This similar addition will help you practice adding numbers just a bit larger.,1
train,Can you explain your steps that got you that answer?,1
train,"Good answer, 3 is exactly right!",1
train,"Place value is the numerical value that a digit has by virtue of its position in a number. Let's look at the first three place values. Ones, tens and hundreds.",1
train,A line of symmetry would cut a shape in half so each half would match if you folded the shape along that line.,1
train,"0.75 is 3/4 as a fraction, since 75 over 100 simplifies to 3/4.",1
train,9 is not a prime number because it can be divided by 3. The next prime after 7 is actually 11.,1
train,"Let's try another example. Put these number in order from greatest to least. {2.39, 2.91, 2.3, 2.01}",1
train,"This multiplication problem follows the same pattern, so it’s good practice.",1
train,"Remember the hundreds place is the third one over. So for 6791, 7 is the hundreds place",1
train,"The ratio of flour to sugar is 2:3, meaning you use 2 parts flour for every 3 parts sugar.",1
train,"Divide 45 by 3 to find one-third, then multiply that by 2.",1
train,"Yes, 100 is correct!",1
train,"Hmm, I don't think that's it. Could you let me know what the first line says?",1
train,"The probability is 1/2 or 50%, as there are two outcomes and one is heads.",1
train,Can you double-check the last part of your work?,1
train,"Let's look at another example. If we compare 30.20 and 30.09, 30.2 is the larger number because it is 30 and 2/10 versus 30 and 9/100.",1
train,"Ah, not that's not it. The biggest decimal isn't C",1
train,Great work! 121 is correct.,1
train,What would happen if you folded the shape along that line?,1
train,"Oh you're very close. 62 times 5 = 310, but 72 times 5 is a little bigger",1
train,Practicing with a similar percentage problem helps deepen your understanding.,1
train,Practicing similar addition problems will help you handle larger numbers with confidence.,1
train,How did you get 120?,1
train,"Let's go step by step. Start by thinking about what you already know, and we'll build from there.",1
train,Great job! 18 is right.,1
train,Great try! Why did you choose that shape?,1
train,Working through this similar problem will reinforce addition with larger numbers.,1
train,"Hmm, could you let me know why you picked C?",1
train,Great job! Luciano needs to leave at 8:15 in order to make it to work by 9:00,1
train,"Hm, not quite. We're looking for 342 + 200. Please make sure you're lining up the numbers correctly",1
train,Great try! How do we calculate perimeter?,1
train,"A fraction has two parts: the numerator and denominator, which show how many parts we have and out of what total.",1
train,This similar division problem helps you practice dividing by different numbers.,1
train,"Ah, not quite. Could you tell me how you got 6?",1
train,Perfect answer! 45 is spot-on.,1
train,Usually for length we choose the longer side. 24 would be the width.,1
train,Good try! Try using a number line. Start at 6 and move 9 spaces. Where are you now?,1
train,"Temperature is measured in degrees, showing how hot or cold something is relative to a standard scale.",1
train,Great try - can you state your question?,1
train,"Let's review place value. In the number 672, the 6 digit is in the hundreds place, representing 600. 7 is in the tens place and 2 is in the ones place.",1
train,"Remember there are two ways to read the protractor, are you sure you used the right set of numbers?",1
train,"Hm, not quite. Could you go to https://ecdn.teacherspayteachers.com/thumbitem/Place-Value-chart-millions-to-ones-no-decimals-1326672-1656585268/original-1326672-1.jpg and let me know what number it says is in the tens place?",1
train,"0.7 plus 0.2 equals 0.9, like adding 70 cents and 20 cents to make 90 cents.",1
train,"Yes, 8 is even because it divides evenly by 2.",1
train,Can you show on the whiteboard how you got that?,1
train,Exactly right! 3 is correct.,1
train,"Rounding to the nearest ten, 47 becomes 50 and 52 becomes 50, so an estimate would be around 100.",1
train,"Actually, 0 divided by any non-zero number is 0. Division by zero is undefined, but 0 divided by a number is 0.",1
train,"Great try, but the answer is not correct. Try to think as multiplication as an array. So 3 x 5 would be an array with 3 rows and 5 columns",1
train,Exactly! 7 is correct.,1
train,Good work! 25 is the right answer.,1
train,"Great try! When we round, if the tenths place value is 5 or more we round up, otherwise we leave the number the same. Since we have 5.4 we should round that to 5. Do you understand?",1
train,What place is the 8 in the number 893?,1
train,"Round 35 up to 40, add it to 46, then subtract the extra 5 you added.",1
train,This similar fraction problem will help you understand how to work with different numbers.,1
train,Great start! Can you explain how you got 28?,1
train,Let's keep going! I'll show you an example,1
train,"Try dividing 50 by 5 first to find one-fifth, then multiply by 2.",1
train,Oh you are so close! You're correct about the 7 ones and the 0 tenths. Could you refer to the place value chart I linked earlier to double check the 2?,1
train,15% of 200 is 30. You find this by multiplying 200 by 0.15.,1
train,"Hmm, not quite. Remember that an angle is what's formed just when two sides meet",1
train,Try adding 4 to 20 to find the next multiple.,1
train,"Great job, 25 is correct.",1
train,Great job! 12 is right.,1
train,Great try! But what operation will we use?,1
train,"Volume measures three-dimensional space inside an object, unlike area, which measures two-dimensional space.",1
train,45 plus 18 is 63. Nice work!,1
train,"Hmm, what makes you say prime?",1
train,Ok great! Let's try to find a fraction equivalent to 4/5,1
train,"0.2 times 5 actually equals 1, not 2.",1
train,ok great. Can we find the length of this segment?,1
train,They want us to find the area of this rectangle. What are the measurements for width and length?,1
train,"Try finding 1% first by dividing by 100, then multiply that by 7.",1
train,This similar multiplication problem will help you strengthen your skill.,1
train,"Perfect answer, 70 is right.",1
train,Let's go step by step. I'm add 12 + 3 because that will give us the entire length of the rectangle.,1
train,"Yes, 20 is right. Well done!",1
train,"Great try! a is a 2-dimensional shape, but the image is a 3 dimensional shape, because it has height.",1
train,A quadrilateral is a shape with four sides. A rectangle has four sides. Is it a quadrilateral? ,1
train,Great start! Can you explain how you got 260?,1
train,Good try! But your answer is incorrect - since we want to round to the hundred we should look at the hundreds place. Can you tell me what number is in the hundreds place?,1
train,"Remember, the area of a square is side × side.",1
train,Try dividing 21 by 3 to find one-third.,1
train,This similar multiplication will strengthen your skills with consistent practice.,1
train,Great try! Can you try again? It looks like you have an adding error,1
train,Close! Product means to multiply. It looks like you tried to divide.,1
train,"Yes, 30 is the next number. Great job!",1
train,"Start by finding 50% of 80, then find 25%, and add them together to get 75%.",1
train,"Good answer, 6 is exactly right!",1
train,"The area of a triangle is (base × height) ÷ 2, so (10 × 5) ÷ 2 equals 25, not 50.",1
train,Simply add the lengths of all three sides: 6 + 7 + 5.,1
train,"Try adding the tens first, so 10 + 7, and then add the remaining 5. This way, you can break the addition down into easier steps.",1
train,"Yes, well done! More precisely, the angles are 40 and 58, but 40 and 60 are close enough",1
train,Great try! I think you found the difference between 35 and 21 instead of 31 and 25.,1
train,Close! But 5 + 7 equals 12. Give it another try.,1
train,What does it say in the problem about how many baseballs they use each game?,1
train,Great try - you should talk about the parallel sides.,1
train,"Remember, 50% is the same as dividing by 2.",1
train,Great try! Can you explain how to find the volume of a rectangular prism?,1
train,"Try using repeated addition as a strategy. Add 5 eight times, or think of it as 8 groups of 5.",1
train,"Ah, you're close. Do you see the small box in the top right? That's called a legend and it shows you information about the pictograph",1
train,Each person gets 3 cookies since 12 divided by 4 is 3.,1
train,"10 times 2 equals 20, not 25.",1
train,"Yes, 42 is the correct answer! Well done.",1
train,How did you get the 19?,1
train,"Ah, almost! Here's how we can know for sure",1
train,"Hmm, not quite. Do you have the place value chart open?",1
train,This similar addition problem will reinforce your mental math skills.,1
train,Let's look at a similar problem. Is 10 between 15 and 18? ,1
train,That’s right! Each square represents a part of the whole. This is the idea behind fractions.,1
train,This is a similar problem to help you reinforce your understanding of percentages.,1
train,An acute angle is an angle less than 90 degrees and an obtuse angle is greater than 90 degrees. Is 145 an acute or obtuse angle?,1
train,3/4 is equal to 0.75. Imagine dividing something into four parts and taking three.,1
train,"Ah, not quite. Constant just means the number that doesn't have a letter after it.",1
train,What's your final answer?,1
train,Great! Please use your whiteboard to show me the answer to 4 times 5.,1
train,"Try subtracting 20 first to get 30, then subtract the remaining 6.",1
train,Dividing by zero is actually undefined.,1
train,This similar multiplication problem will help you become even more confident in multiplying.,1
train,4/8 simplifies to 1/2. Let’s try that again.,1
train,"Hmm, not quite. Could you explain how you got 4?",1
train,"Find the largest number that divides evenly into both. Here, divide both by 12 to simplify.",1
train,Can you show on the whiteboard how you got that as the sum?,1
train,Solving similar equations will help you get more comfortable with this type of problem.,1
train,Great try! Try to think of 4 groups of 4. How many total would you have?,1
train,"Great answer, 18 is correct.",1
train,Let's try to add these decimal numbers. What is 3.2 + 1.3? You have to first line the decimals up. ,1
train,"50% of 120 is 60, not 70. Let’s try it again!",1
train,"If 8 × 5 is easy for you, try that first and then add two more 8s.",1
train,"In 350, the 5 is in the tens place, so it represents 50.",1
train,Prime numbers are only divisible by itself and 1. Is 3 divisible by 39?,1
train,"When we subtract 9 from 5, we need to borrow from the number to the left of the 5. So the 3 becomes a 2.",1
train,"Try subtracting 10 first, then add 2 back to the result.",1
train,Great try! But that is incorrect. A hexagon has 6 sides. We are looking at a shape with 5 sides.,1
train,"Hm, not quite. Could you let me know how you got three?",1
train,Adding 2 hours to 3 PM brings you to 5 PM.,1
train,Close. 9 x 9 is 81. Could you try 9 x 8 again?,1
train,Great job! 20 is exactly right.,1
train,"Think of multiples as repeated addition. Try adding 3 to 12, and that gives you the next multiple.",1
train,"1/5 of 100 is actually 20, not 30.",1
train,"Since a square has four equal sides, try multiplying the side length by 4 to find the perimeter.",1
train,Great try! It looks like you multiplied 0.621 by 1000,1
train,Great try! Can you please explain how you got 3?,1
train,"5 squared means 5 × 5, which equals 25.",1
train,"Perfect, 16 is right.",1
train,Squaring means multiplying the number by itself. Try 12 × 12.,1
train,"Think of 11 as 10 + 1, then multiply each part by 4 and add the results.",1
train,"The area is 3 × 5, which equals 15, not 18.",1
train,Adding 5 to -3 brings you to 2 on the number line.,1
train,25% of 40 is 10. You calculate it by multiplying 40 by 0.25.,1
train,"Length can be measured in units like inches, centimeters, or meters, depending on the context.",1
train,"The perimeter is 4 times 4, which equals 16 cm.",1
train,"Nice work, 4 is correct.",1
train,What shape do we call it since all sides are equal?,1
train,"12 plus 15 is actually 27, not 26.",1
train,Great try! Are we breaking into smaller groups or trying to count the total number in a set of groups?,1
train,"Try rounding each to the nearest ten, add them, then adjust back for accuracy.",1
train,Square means multiplying the number by itself. Try 9 × 9.,1
train,"Think of 14 as 10 + 4, then multiply each part by 5 and add the results.",1
train,Nice job! 13 is the correct result.,1
train,Using a number line shows you visually how numbers increase or decrease with addition and subtraction.,1
train,Can you show on the whiteboard how you got 31? The endpoints are 5 and 31,1
train,"25% of 80 is actually 20, not 30. Try it again with this in mind!",1
train,"Actually, 9 times 3 equals 27, not 21. Let's try that again.",1
train,"Break it down: think of 8 as 10 - 2, then multiply each part by 12 and subtract.",1
train,"Find 50% of 150, then find 10% and add those two parts together to make 60%.",1
train,Working through this similar problem helps reinforce percentage calculations.,1
train,Great try! You solved the problem 3x3. Can you recall what an exponent does to a number?,1
train,Great try! When we find area we can count the total number of boxes. How many total boxes are within the rectangle?,1
train,Great try! Let's look at the pattern without the 5.,1
train,"Start by finding 10% of 90, then double it to get 20%.",1
train,A square has all equal sides and angles. Does this shape have all equal sides?,1
train,Great try! It looks like you are close - can you check your work?,1
train,"Great try! When multiplying, you can think of 3 groups of 12 or 12 groups of 3.",1
train,"Great try! It does not matter which order you add numbers, so 5+7 is the same as 7+5, BUT the order does matter when you subtract.",1
train,"Divide both the numerator and denominator by their greatest common factor, which is 8.",1
train,Great try! Let's take this one step at a time. Can you answer 60-45?,1
train,This is a similar fraction problem to reinforce your understanding of halving.,1
train,"Divide 100 by 5 to find one-fifth, then multiply by 4.",1
train,"We need to find the sum of the numbers 342 + 200. We line up our numbers and add each column starting in the ones places, moving to the hundreds place.",1
train,"Hm, do you know what a ray is in math?",1
train,This similar perimeter calculation will help you practice using the same formula with different numbers.,1
train,Nicely done! 8 is exactly right.,1
train,"Remember the order of operations: multiplication before addition. So 2 × 3 = 6, then 5 + 6 = 11, not 21.",1
train,"Hm, not quite. Could you let me know how you got 5?",1
train,"Remember, 25% is the same as dividing by 4.",1
train,Why do you think it's division?,1
train,Good job!,1
train,"Great! The time is 1:55, but what is the number the minute hand is on?",1
train,"7 times 0 is 0, because any number multiplied by zero is always zero.",1
train,"Start by finding 10% of 250, then find 1% and double it.",1
train,"To find the area, we would multiply the length times width. What is the length?",1
train,Great try. Can you try that subtraction again?,1
train,"Try rounding 73 to 70 and 27 to 30, then add and adjust.",1
train,"1/4 plus 1/4 is 2/4, which simplifies to 1/2.",1
train,"Round 53 to 50 and 48 to 50, add them, then adjust slightly to be accurate.",1
train,Think of the largest number that divides both 9 and 18 evenly.,1
train,This similar equation will help you become more confident with solving for x.,1
train,You're very close. We're looking for a fraction that's equivalent to 1/2,1
train,"Think of 15 as 10 + 5, multiply each by 6, then add the results.",1
train,"Divide 80 into two parts, 40 and 40. Divide each by 4, then add them up.",1
train,1 meter equals 100 centimeters.,1
train,"Nope, not quite. The question is asking for the number of inches in half a foot. Do you remember how many inches are in a foot?",1
train,Perfect answer! 36 is right.,1
train,This similar algebra problem helps reinforce your equation-solving skills.,1
train,Working on this similar division problem will help solidify your division skills.,1
train,Practicing similar division problems will make you more comfortable with these types of calculations.,1
train,"3/4 of 16 is actually 12, not 10. Give it another try!",1
train,"7 squared means 7 × 7, which equals 49, not 45.",1
train,"That is a good try. Let's review place value. In the number, 142, what number is in the tens place?",1
train,"7 squared means 7 × 7, which equals 49, not 42.",1
train,Good try! Can you please explain how you got 15?,1
train,"The circumference is calculated as 2πr, so 2 × 3.14 × 7 equals approximately 43.96, not 21.98.",1
train,"842 rounds to 800, as it’s closer to 800 than 900.",1
train,Ok let's discuss the work you wrote on the whiteboard! There's a lot of good thinking here.,1
train,Great try! Perimeter would measure the amount of fence he needs to fence in the garden. We want to measure the amount of space inside the garden.,1
train,Great try! Can you explain how you got that answer?,1
train,I would like you to work another problem. What is the value of 10 + 9?,1
train,Use the formula 2 × (length + width) to find the perimeter.,1
train,"The area is 5 times 5, which equals 25 cm².",1
train,"Multiply 25 by 2 to get 50, then double it to get the answer.",1
train,"12 minus 4 equals 8, not 9.",1
train,"First, find 10% of 200 by dividing by 10. Then, you can double it to find 20% and add another 5%.",1
train,Let me draw on the whiteboard what 11:01 would look like,1
train,"Sorry, there must be a mistake somewhere. Can you show your work for the subtraction on the whiteboard?",1
train,"The probability is 1 out of 6, since there’s one 4 and six possible outcomes.",1
train,"45 divided by 5 equals 9, not 10. Try that again.",1
train,Oh you're close. That's a triangle because it has 3 sides,1
train,"Estimation means finding an answer close to the exact one, often by rounding or using approximate values.",1
train,This similar division example will reinforce your understanding of division.,1
train,This similar multiplication will help reinforce your accuracy with multiplication.,1
train,"This addition problem follows a similar pattern, helping reinforce your skills with sums.",1
train,"You actually multiply the length by itself, since area measures the space inside.",1
train,Great try! Let's try to draw a picture. Let's start with 4 cookies and erase the 3 that Mike eats.,1
train,Can you tell me your first step to get 22 as the answer?,1
train,"Yes, 18/24 simplifies to 3/4. Good work!",1
train,This similar division problem helps strengthen the skill you just practiced.,1
train,"The speed is 60 km/h, meaning the car goes 60 kilometers in each hour.",1
train,"Find 50% of 60, then find 25% and add those together.",1
train,"Hm, not quite. Do you know how to check whether two fractions are equivalent?",1
train,Well done! 0.6 times 0.3 is indeed 0.18.,1
train,Great try! You rounded to the incorrect place value - let's round to the hundreds.,1
train,Nicely done! 5 is the right answer.,1
train,"17 is the sum of 9 and 8. To find the correct answer, we need to multiply 9 times 8. What is the product of 9 and 8?",1
train,This similar multiplication problem reinforces your familiarity with multiplication tables.,1
train,"Try finding 1/4 first by dividing 100 by 4, then multiply that by 3.",1
train,"The new temperature is 25 degrees, because 10 plus 15 equals 25.",1
train,"Yes, this subtraction example is a good follow-up to practice what you learned.",1
train,"Hm, not quite. We know that the tenths place value is the first one right of the decimal. What's the first number to the right of the decimal?",1
train,"I see your logic, but decimals are actually what we get when we divide the fraction. So we would divide 2/3",1
train,"Find 10% of 200 by dividing by 10, then take half of that to get 5%.",1
train,Let's start by isolating x. We’ll reverse each operation step-by-step to simplify.,1
train,So what would the missing length here be?,1
train,"Yes, 15 is correct. Well done!",1
train,"Find 10% of 250, then multiply by 4 to get 40%.",1
train,Notice the pattern? Each step either adds or multiplies. Patterns often follow a rule like this.,1
train,This similar division problem helps reinforce your skills with basic division facts.,1
train,"That is a good try, let's work this problem together.",1
train,"Divide 50 by 5 to get one-fifth, then multiply by 4 to get four-fifths.",1
train,"Hmm, not quite. Could you let me know why you picked D?",1
train,"Hmm, not quite. Could you tell me how you got 210?",1
train,Do you mean sphere?,1
train,Great try! If all sides are equal that means they are all the same size.,1
train,This similar equation will help reinforce the steps to isolate x.,1
train,"For this question, since our main focus is leaning how to divide, you can use a calculator for 17 x 3",1
train,"Start by finding 50% of 40, then find 25%. Adding those two parts will give you 75%.",1
train,"Actually, 20% of 200 is 40, not 50.",1
train,Think of 6 as 5 + 1 and then multiply each part by 9.,1
train,"2 to the power of 4 means 2 × 2 × 2 × 2, which equals 16, not 6.",1
train,5.6 rounds to 6 because it’s closer to 6 than to 5.,1
train,A pentagon has five sides so that would not be the correct answer. Does the shape have one pair of parallel sides?,1
train,"25% as a decimal is 0.25, not 2.5.",1
train,"The GCD of 9 and 15 is actually 3, not 5. Let's revisit how to find the GCD.",1
train,Great thinking! 15 is correct.,1
train,"Actually, 15 minus 9 is 6, not 7. Give it another try.",1
train,"Think of 12 as 10 + 2, then multiply each by 4 and add the results.",1
train,Yes and what units are we measuring length in?,1
train,"20 out of 100 is 20%, as it represents 20 parts of the whole 100.",1
train,"First, find 10% of 90, then multiply it by 4 to get 40%.",1
train,"Think about the area formula: length × width. So here, you’d multiply 7 by 5.",1
train,"The average is the sum of numbers divided by the count, giving a central value.",1
train,"Try thinking of 7 as 5 + 2. Multiply 5 × 8, then add 2 × 8 to get the result.",1
train,"Yes, the perimeter is 28. Good job!",1
train,Great try! Can you explain what you mean by flat?,1
train,"Divide 60 by 4 to get one-fourth, then multiply that by 3.",1
train,This similar multiplication problem will build confidence in your multiplication skills.,1
train,That's alright. Let's give this new one a try. How many centimeters are in 2 meters?,1
train,"To simplify, find the largest number that divides both 10 and 15, then divide each by that number.",1
train,"Hm, that's not it. We're trying to multiply two negative numbers together",1
train,The Order of Operations says we do which operation first?,1
train,This similar multiplication problem is perfect for strengthening your recall of multiplication facts.,1
train,"Perfect answer, 6 is indeed correct.",1
train,"Hmm, not quite. Could you tell me how you got 10?",1
train,"When you add, you're combining amounts. This concept is fundamental to understanding basic arithmetic.",1
train,"Following order of operations, 3 × 2 is 6, then add 4 to get 10.",1
train,"You are close! You want to write ""eight hundredths"", but you wrote ""eight tenths""",1
train,Practicing with a similar area problem will deepen your understanding of the area formula.,1
