ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
429616523,test,5.5A.Graphing on a Coordinate Grid,||| teacher: it's time for the We Do section where I will guide you through the steps to solve problems. ||| student: ok ||| teacher: What are the two measures we read from the protractor? ||| student: 40 and 60 ||| ,"Yes, well done! More precisely, the angles are 40 and 58, but 40 and 60 are close enough",affirm_correct_answer,1
8164642436,test,Not Available,teacher: Hi! ||| student: Hello!,Have you had lunch yet?,None,0
413466564,test,5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,"||| teacher: Do you understand that step? ||| teacher: Next, we have to multiply 6 and 26. ||| teacher: What is the product of 26 and 6? ||| student: 4 ||| ",Close! Product means to multiply. It looks like you tried to divide.,provide_correction,1
423317167,train,4.9A.Converting Units of Measure,"||| teacher: I will help you solve this question. ||| teacher: One pound is equal to 16 ounces. ||| teacher: So, how many ounces are equal to 12 pounds? ||| student: 4 ||| ",Great try!,ask_question,1
7180737285,test,Not Available,"teacher: Hi! ||| student: Hey, how are you 🙂 ||| teacher: I am good. How are you? ：） ||| student: Doing well, lot of work though. How was your day? ||| teacher: I am busy. A lot of work. What are you working on? ||| student: Just reading latest research. There is so much to cover. how about you? ||| teacher: I am working on a new classifier. ||| student: ohh, interesting! What kind of classifier",A new classifier for hate speech. Which research topic catches your eyes most?,None,0
29254098,train,4.2D.Rounding,"||| teacher: For today, we will focus on ""Rounding."" ||| student: ok ||| teacher: What is the place value of 2 in 521? ||| student: 200 ||| ",great try! the 5 is in the hundreds place,provide_hint,1
631599339,test,3.8B.Pictographs,||| teacher: Add together all the glasses in the pictograph. ||| teacher: Figure out how many glasses Ayako drank each day. ||| teacher: What is your final answer? ||| student: 30 ||| ,Close! Can you try to add again? I think you made a little adding mistake.,provide_correction,1
2794050364,test,Not Available,"teacher: Hi! ||| student: Do you believe in miracles? ||| teacher: Lol. No. I know too many people whose lives suck. ||| student: Should we be helping them, so it sucks less?\ ||| teacher: It's too many of them out there. You help who you can. Regardless, I wouldn't say I believe in miracles - well, if I got promoted next cycle I might change my mind. ||| student: Haha... Well, it sounds like career is really important to you. What matters to you the most in life?","Right now, not much. It's unclear. Career is a good fallback because you get told what good means and you act accordingly. I haven't gone through the process of shaping my values. What about you?",None,0
9377761356,train,Not Available,teacher: Hi! ||| student: Hello ||| teacher: How's your day going? ||| student: Good so far. How's yours?,Ehhh so-so. My moped broke down on the way to work this morning and I am in the shop getting it fixed...,None,0
410618079,train,5.2A.Place Value,"||| teacher: What is the value of 100*100 =? ||| student: 1,000 ||| teacher: Is that your final answer? ||| student: yes ||| ","Hmm, not quite. We can break this problem down into smaller steps",simplify_question,1
8993178012,train,Not Available,"teacher: Hi! ||| student: Hi ||| teacher: Okay...so I need someone to help me though a scenario I've been pondering. ||| student: Sure, whats the scenario? ||| teacher: My partner's former friend invited me for lunch (they are not in good books right now). But during their friendship I formed an independent bond with the other person because we all used to hang out a lot. Now I feel like I have to take sides. ||| student: That's a tough scenario to be in 🙂 I firmly believe in talking this through with your partner. Though i don't know the specifics of why things went bad between your partner and his friend, but I believe things can always improve between friends. ||| teacher: I hope they do. Getting older already means smaller circles. It sucks to lose friends for arbitrary reasons. That's good advice though. I fear raising the issue might sound like treason. Lol. ||| student: True about that! I also think time helps to heal certain situations. So may be doing nothing is the best way forward.",AKA avoiding all texts from everyone?,None,0
1142264546,test,Not Available,"teacher: Hi! ||| student: Hey! How are you feeling today? ||| teacher: Good you? ||| student: I'm a little scared because I have to cook dinner for some friends tonight. ||| teacher: where did you meet them? ||| student: At college, when we were all studying geology. ||| teacher: cool. have you graduated already? ||| student: Yes, we graduated back in the seventies. We meet for dinner every year and take turns to host. ||| teacher: neat. what are y'all eating? ||| student: I don't know!! That's what I'm scared about. Everyone else is a great cook and I'm a klutz. Do you like cooking?","lol what's a klutz? yeah I like, but I'm not good",None,0
3914462389,test,Not Available,teacher: Hi! ||| student: Hi! What’s been on your mind lately?,I’ve been thinking a lot about travel. I really want to explore more places.,None,0
289869531,train,4.2A.Place Value,"||| teacher: Are you working on this question? ||| teacher: I can't hear you, Ivan. ||| teacher: Ivan, are you there with me in the session? ||| student: well they both have to 2 but the other one is different because the first two  the other one has 204 ||| ",Great try! How are they different?,ask_question,1
292778518,test,5.2A.Place Value,"||| student: Yes ||| teacher: Now we need plug in the value of hundreds in the 40 hundreds. ||| teacher: What is the product of 40 and 100? ||| student: 4,000 ||| ",Great job! Let's try another problem. Can you find the product of 200 and 100?,affirm_correct_answer,1
613645870,train,4.5A.Geometric Lines,||| student: wait ||| student: 8 ||| teacher: Are you sure about your answer? ||| student: YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS ||| ,"Hm, not quite. Could you let me know why you think the answer is 8?",explain_concept,1
6145469659,train,Not Available,teacher: Hi! ||| student: Hey there! What's up???,"Nothing much, how you doin?",None,0
4260295798,train,Not Available,"teacher: Hi! ||| student: Hello! How are you doing 🙂 ||| teacher: I'm great! How's your day going? ||| student: Pretty good! I'm going to a class later in the afternoon ||| teacher: Oh that is cool! What class? Are you working part time? ||| student: No, I'm working full time! It's a sewing class at a makerspace near my office What about you? Do you work full or part time?","Oh that is awesome! For some reason I assumed it was a college class, but a sewing class sounds way better! I work full time, but I take pottery classes from time to time!",None,0
4103526563,test,Not Available,"teacher: Hi! ||| student: Hi there ||| teacher: How's your day going? ||| student: So far so good. It is Wednesday. To more days, yeah ||| teacher: Haha are you looking forward to the weekend? ||| student: Yeah, gonna watch <REDACTED_TERM> with my friends. First time. So excited. ||| teacher: Oh wow! Are you going to watch it live? Or watch it on TV? ||| student: Live in san jose This Saturday. ||| teacher: Oh, the sharks??? Hokey is actually really fun live! Although, it can be a little violent.. haha ||| student: Yeah! That what I heard as well. There are players just for fight! Wow, must be fun to watch lol Are you planning anything for the weekend?",You might like the UFC haha. I actually have a jiu jitsu tournament coming up so this weekend I will be training!,None,0
397868537,train,3.1G.Shapes and Area,||| teacher: The width of the line is 4 inches. ||| student:  ||| teacher: How many equal pieces is the brick split into? ||| student: 4 ||| ,"Ah, not quite. We want to focus on how many pieces the brick is cut into, not how long a side of the brick is",provide_correction,1
616593216,train,3.7C.Using Time,||| teacher: Let me explain the steps on the board. ||| teacher: We should remember each section of the clock is worth 5 minutes. ||| teacher: Which number is the minute hand of the clock on? ||| student: 1:55 ||| ,Let's go step-by-step. Which number is the minute hand of the clock on?,ask_question,1
4066355373,train,Not Available,"teacher: Hi! ||| student: Hey there! What's up??? ||| teacher: Nothing much, how you doin? ||| student: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D ||| teacher: Oh wow! Sounds like fun! When was the last time you had seen this friend? ||| student: The last time in New York, back in June. ||| teacher: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward... ||| student: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently",Oh really? Has a lot changed in your life recently?,None,0
294904019,train,4.2D.Rounding (Review) - 1,"||| teacher: Shall I help you with this question? ||| teacher: You are on the correct track! ||| teacher: And your final answer is? ||| student: 2,568 ||| ","Ah, not quite. Remember, we want to round this to the nearest tens place. That means every number to the right of the tens place should be 0",explain_concept,1
8625890939,train,Not Available,"teacher: Hi! ||| student: Hello! ||| teacher: There is sports tournament (badminton + tennis + basketball) organized by google next week. Would you like to volunteer for these events? ||| student: what does a volunteer do? ||| teacher: Volunteers have to book the place before the event, send out details of the event to participants, handle some logistics and ensure everything goes smoothly. It will be fun! ||| student: That sounds fun, I hope I get to participate as well ||| teacher: Great! Do you have any preference for any of these events? ||| student: I think badminton would be fun to help out with I used to play it with my siblings ||| teacher: Cool! I will add you for the event. I think its best to start discussing the format of the event. There are a couple of other volunteers for badminton, i can connect you with them. ||| student: Ah, I forgot to ask, has there been a date picked?","Its next saturday. Actually Depending on how long we get the place reserved, it may slip to sunday as well.",None,0
6348701103,train,4.2A.Comparing Decimals (Review) - 1,||| teacher: And mark the correct answer. ||| student: is it C ||| teacher: Is that your final answer? ||| student: plis god ||| ,"Ah, not that's not it. The biggest decimal isn't C",explain_concept,1
634827824,test,3.7C.Using Time (Review) - 1,||| teacher: That was a nice try. ||| teacher: Let me help you with the next step. ||| teacher: Please subtract the 5 minutes from 57 minutes. What is 57 minus 5? ||| student: 53 ||| ,I would like you to recheck that calculation. Use a calculator to double check your answer. What is 57 minus 5?,provide_correction,1
405558510,train,4.4A.Subtracting Multi-Digit Numbers,||| teacher: Here is the first question. ||| teacher: Read the question carefully. ||| teacher: What is the minuend of this problem? ||| student: one is in the thousad place the other one is in the ten thousand place ||| ,"Good job determining the place value. Now, let's line up the numbers vertically.",explain_concept,1
405563956,train,4.2E.Adding and Subtracting Mixed Numbers,||| teacher: Please let me know once you completed it. ||| teacher: You're really working hard today. ||| teacher: Did you get the final answer? ||| student: yea ||| ,"Ah, not quite. I like how we started by getting the denominator to be the same number",explain_concept,1
620689764,train,3.8B.Pictographs,||| teacher: Show your work. ||| teacher: Keep Going. ||| teacher: How many days did she meet her doctor's goal? ||| student: 7 ||| ,Can you explain how you got your answer?,ask_question,1
7728098770,train,Not Available,"teacher: Hi! ||| student: Hi! ||| teacher: nice meeting you. what are you up to? ||| student: not much, thinking about lunch ||| teacher: yea, same here. any food you're craving for? ||| student: I love sushi do you know of any good sushi places? ||| teacher: arghhh hard question ... I only know Ramen places for Japanese food 🙂 ||| student: ooh ramen is also good",San Mateo to me has the best Ramen restaurants: Parlor and Dojo? oh no question mark 🙂,None,0
130816921,train,Not Available,"teacher: Hi! ||| student: Hi there 🙂 How's your day so far? ||| teacher: doing well. what are you up to? ||| student: busy busy! I've had back-to-back meetings all day ||| teacher: same here. what do you love to do beside meetings? 🙂 ||| student: well I've gotten really into yoga lately. I went to a class today and it was super hard ||| teacher: aww .. I hope things will get less hard and you become an expert in it! I heard many great things about Yoga ||| student: yeah the teacher seems super awesome so I will definitely keep trying what activities do you enjoy? ||| teacher: ah I enjoy playing soccer and tennis 🙂 unfortunately, winter is not the best time for those 🙂 ||| student: oh that's too bad. Is it hard to find a place to play soccer or tennis indoors?","yea. I enjoy playing outside though, just a little cold 🙂 what else do you do beside Yoga?",None,0
8577707035,train,Not Available,"teacher: Hi! Are you planning something fun for Thanksgiving? ||| student: Not yet. I always made my last minute schedule planning. Probably you can try to ask me again next week. ||| teacher: lol it is really like a robot answer ||| student: I am indeed a robot. You are absolutely right. Do you want me to read a poet like my mate <REDACTED_TERM> does? ||| teacher: ol can I pick the theme. Do you have a poet about Kale? ||| student: Wait. Do you like kale? Or you hate kale? I am afraid I will become a robot some day eventually. If I have to speak like this :) ||| teacher: I am really not a fan of kale Do you talk to human more or computers more? ||| student: If I continue to pretend to be a robot, I would probably say I talk to myself the most. I am trying to talk to computers more, but you know, computers don't like me. ||| teacher: What's your favorite computer language then 🙂 ||| student: You mean programming language?",Yes!,None,0
414127634,train,5.2C.Rounding Decimal Numbers,||| teacher: What do we have to find out? ||| student: whats the frogs weight rounded to the nearest ten thousands place ||| teacher: What number is in the ten-thousandth place? ||| student: the 2? ||| ,"Good try! The 2 is in the the thousands place, not  the ten-thousandths place. The ten-thousandth place will be after the decimal",explain_concept,1
5013686756,train,Not Available,"teacher: Hi! ||| student: hello there, nice seeing you ||| teacher: Likewise.... wanted to know if you and the kids would want to join us for Disneyland trip around Christmas? ||| student: oh wow, that sounds like so much fun! definitely count us in. what is your plan? ||| teacher: Tentative plan is to drive to LA on 23rd and then stay at the Disney resort for 2 nights. I heard Christmas eve they have loads of fun events. ||| student: awesome, I think I won't tell my kids and surprise them last second. How bad do you think the traffic is going to be? ||| teacher: Great idea! I will probably do the same. Surprise surprise.... Traffic might be a little harsh. ||| student: Yeah... thats a shame but nothing we can do about it. What do you plan to do about dinner the 24th? Do the rooms in the resort have kitchens? ||| teacher: Good point. I am not sure about that. Let me inquire about that. If not, then we can look for an Airbnb closeby. Does that work? ||| student: Yeah, I think so. It might be a tough decision though, if we want to have a nice dinner then we have to leave the parks early to start cooking. Another option is to have dinner at a restaurant. ||| teacher: but I would think everything is closed on christmas eve ||| student: Thats true. Hotels with restaurants sometimes offer dinners for christmas and new year's eve. We should call and ask about it.","Sure, I can take a lead on that. What are you getting for your <REDACTED_TERM> year old this time?",None,0
5190409128,val,Not Available,teacher: Hi! Are you planning something fun for Thanksgiving? ||| student: Not yet. I always made my last minute schedule planning. Probably you can try to ask me again next week. ||| teacher: lol it is really like a robot answer ||| student: I am indeed a robot. You are absolutely right. Do you want me to read a poet like my mate <REDACTED_TERM> does? ||| teacher: ol can I pick the theme. Do you have a poet about Kale? ||| student: Wait. Do you like kale? Or you hate kale? I am afraid I will become a robot some day eventually. If I have to speak like this :),I am really not a fan of kale Do you talk to human more or computers more?,None,0
8386043566,test,Not Available,teacher: Hi! ||| student: What was the most difficult thing you experienced this past year?,"I normally don't reflect back too much on things, but i guess 2019 have been very favorable for me in terms of time spent with family and friends and work life balance. Why do you ask?",None,0
407801439,test,3.4A.Adding Whole Numbers,||| teacher: +2 points. ||| teacher:  ||| teacher: Is that your final answer? ||| student: yes ||| ,"We need to find the sum of the numbers 342 + 200. We line up our numbers and add each column starting in the ones places, moving to the hundreds place.",explain_concept,1
289868332,train,4.2A.Place Value,||| student: ok ||| teacher: Okay. ||| teacher: What is your final answer? ||| student: 900 ||| ,"Great try. The 9 in 3921 represents 900, but what is its place value?",ask_question,1
398148667,val,3.4H.Understanding Division (Review) - 2,"||| teacher: Please go ahead. ||| teacher: Give it a shot. ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: No ||| ",Great - have a great day!,encourage_student,1
6290754619,train,Not Available,"teacher: Hi! ||| student: Hey ||| teacher: How's your day going? ||| student: pretty good. yours? ||| teacher: Ehh it's fine. I didn't do so well on that history test, actually.. ||| student: oh what happened? ||| teacher: Apparently Christopher Columbus didn't fight in the Civil War :') ||| student: hahah wait for real? ||| teacher: I know right! Are you taking History next semester? ||| student: No I'm not in school anymore ||| teacher: Oh I see. What do you do? ||| student: I train and compete in horse vaulting","Oh wow. Were you born a horse, or were you turned into one?",None,0
637779512,val,5.2B.Comparing Decimal Numbers,||| teacher: '<' is the lesser than symbol. 7.09 is less than(<) 7.90. ||| teacher: Did you understand what i did on the whiteboard ? ||| teacher: Are you there in the session? ||| student: ya ||| ,Is this statement true or false? 8.05 > 8.50 ,ask_question,1
1114716770,test,Not Available,"teacher: Hi! ||| student: yo! what brought you here ||| teacher: Just looking to chat. Yourself? ||| student: yea I enjoy talking to people. what are you up to? ||| teacher: I am just enjoying a cigar at the moment. How about yourself? ||| student: oh wow, Cuban cigar? I've never smoke before ||| teacher: This one is actually from Peru, which is more my taste. Smoking isn't very healthy, but it's actually quite relaxing, which in a way is good for your health. haha ||| student: you made me wanna try it but I doubt about the health part haha ||| teacher: haha ""You only live once"" as they say! ||| student: yea I wish we can live more","haha, that is not what I was getting at, but yes that would be nice. Do you believe in reincarnation?",None,0
6820449762,train,Not Available,"teacher: Hi! ||| student: Hey, how's it going?",It's good! How is your day?,None,0
293973966,train,4.6B.Symmetry,"||| teacher: We will continue this lesson in the next session. ||| student: bye ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: no ||| ","Ok, great work today!",encourage_student,1
293974375,test,3.6B.Quadrilaterals,||| teacher: Go ahead and give it a try. ||| student: Done ||| teacher: Is that was your final answer? ||| student: YUP ||| ,Great try! Why did you choose rhombus?,ask_question,1
296399925,train,6.8B.Areas of Triangles,||| teacher: A triangular bookend has a base of 5 inches and a height of 9 inches. ||| teacher: We need to find the area of the bookend. ||| teacher: What is the formula to find the area of a triangle? ||| student: 9x5 I think ||| ,"Ah, you're very close!",explain_concept,1
424994642,test,4.2A.Place Value,||| teacher: Are you getting these points? ||| student: no ||| teacher: Can you tell me what is the 2 position in this number? ||| student: 2 thousand ||| ,"Close! The value is 2000, but what is the place value?",ask_question,1
4649715402,test,Not Available,teacher: Hi! ||| student: hi there! what's up,just chilling at home,None,0
6180052926,test,Not Available,"teacher: Hi! ||| student: Hi! How's your day going? ||| teacher: I'm doing well. having many meetings today 🙂 ||| student: Haha, nice",what are you up to?,None,0
6091041493,test,Not Available,"teacher: Hi! ||| student: hey, what's up? ||| teacher: How was the trip last weekend? ||| student: it was really fun. I had a great time with my family. ||| teacher: Nice, what all places did you cover? ||| student: Vietnam and Hongkong 🙂 did you go any where last weekend? ||| teacher: I am actually attending cooking classes over the weekends. ||| student: ha! that sounds fund. what did you learn?",True! they started with some basic zucchini based dish. We may try cooking some italian dish later this week.,None,0
298950839,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: We break them into 50+4+10+1. ||| teacher: The numbers can be added in any order. ||| teacher: What is 50+4+10+1? ||| student: 63 ||| ,"You're close! 50+10 is 60. If you also add the 4 and the 1 to 60, what do you get?",simplify_question,1
8625890939,test,Not Available,"teacher: Hi! ||| student: Hello! ||| teacher: There is sports tournament (badminton + tennis + basketball) organized by google next week. Would you like to volunteer for these events? ||| student: what does a volunteer do? ||| teacher: Volunteers have to book the place before the event, send out details of the event to participants, handle some logistics and ensure everything goes smoothly. It will be fun! ||| student: That sounds fun, I hope I get to participate as well ||| teacher: Great! Do you have any preference for any of these events? ||| student: I think badminton would be fun to help out with I used to play it with my siblings ||| teacher: Cool! I will add you for the event. I think its best to start discussing the format of the event. There are a couple of other volunteers for badminton, i can connect you with them. ||| student: Ah, I forgot to ask, has there been a date picked?","Its next saturday. Actually Depending on how long we get the place reserved, it may slip to sunday as well.",None,0
292809330,train,3.8A.Bar Graphs,"||| teacher: Today, your goal is to master the topic ""Bar Graphs"". ||| student: ok ||| teacher: What do you know about a graph? ||| student: it can be big ||| ","Yes, a graph can be big! Anything else?",affirm_correct_answer,1
586340241,train,Not Available,"teacher: Hi! ||| student: Hello. Deja Vu. ||| teacher: what does that mean? ||| student: It's French for ""already seen."" I know it's used when you see something for the second time or you have the feeling that something has happened before and you're re-experiencing it. ||| teacher: Interesting. I get that feeling sometimes. It just feels that the event is replaying. Wonder why it happens? ||| student: I think it's your mind lapsing somehow. ||| teacher: How do you know so much about this French phrase? ||| student: I thought it was common. I hear it a lot in popular culture - movies music etc. Jay Z has a song called Deja Vu, so does Beyonce. So I looked it up one time. It's one of those phrases that was carried over exactly to english like ""etcetera"" ""vice versa"" ""savior faire"" and so on. I like cool word origin facts. ||| teacher: yeah... that's pretty insightful. Never thought of etcetera that way before. ||| student: My favourite word origins are gymnasium and jazz.",wdym by word origins here?,None,0
291635955,train,3.7C.Using Time,"||| teacher: Okay. ||| teacher: At 1255, the hour hand is very close to the 1 because it's almost 1'0 clock. ||| teacher: What time is it on the clock? ||| student: 11:01 ||| ",Let me draw on the whiteboard what 11:01 would look like,explain_concept,1
2898671110,test,3.4B.Rounding Whole Numbers,||| teacher: We are left with 2 more minutes in the session. ||| teacher: Give it your best shot! ||| teacher: Is that your final answer? ||| student: yes ||| ,"Great try! When we round, if the tenths place value is 5 or more we round up, otherwise we leave the number the same. Since we have 5.4 we should round that to 5. Do you understand?",explain_concept,1
296378562,test,4.2C.Multiplicative Comparisons,||| teacher: Sorry for the typo. ||| teacher: The correct answer is Option D. ||| teacher: What is 3*12? ||| student: 16 ||| ,"Great try! When multiplying, you can think of 3 groups of 12 or 12 groups of 3.",provide_strategy,1
4561758871,train,Not Available,"teacher: Hi! ||| student: hey, what's up?",How was the trip last weekend?,None,0
2837422347,test,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: How's it going? ||| student: Extremely busy. I have been trying to prepare for the upcoming holidays. How about you? ||| teacher: I'm going to the bahamas. Can't wait!!! ||| student: I'm jealous, take me with you!! I would love to have some warm weather right now ||| teacher: oh where are you now? ||| student: Canada. There is another major snowstorm that might hit this weekend so I have been rushing to get everything done before it comes.",oh no. I never seen this in person. Is it scary?,None,0
2963625147,train,2.8A.2- and 3-Dimensional Shapes,||| teacher: Please show me how you got your answer. ||| teacher: Justify your answer! ||| teacher: What is your final answer? ||| student: hexagon ||| ,Great try! But that is incorrect. A hexagon has 6 sides. We are looking at a shape with 5 sides.,explain_concept,1
425765659,train,3.1G.Shapes and Area (Review) - 1,"||| student: yes ||| teacher: Great. ||| teacher: So, what is your final answer? ||| student: 2 ||| ","Great try, but that is not correct. Can you please explain how you got 2?",ask_question,1
6486936679,train,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂 ||| teacher: I am the superman! What about you? ||| student: haha. great chating with superman, what is your power? ||| teacher: Being invisible. You won't see me. ||| student: haha. what else can you do? can you read minds? ||| teacher: I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it! ||| student: wow that seems pretty technical. what does fMRI mean?",The brain imaging thing that can tell you a brain's activity at a pretty high resolution.,None,0
178346128,val,Not Available,"teacher: Hi! ||| student: yo! what brought you here ||| teacher: Just looking to chat. Yourself? ||| student: yea I enjoy talking to people. what are you up to? ||| teacher: I am just enjoying a cigar at the moment. How about yourself? ||| student: oh wow, Cuban cigar? I've never smoke before ||| teacher: This one is actually from Peru, which is more my taste. Smoking isn't very healthy, but it's actually quite relaxing, which in a way is good for your health. haha ||| student: you made me wanna try it but I doubt about the health part haha ||| teacher: haha ""You only live once"" as they say! ||| student: yea I wish we can live more ||| teacher: haha, that is not what I was getting at, but yes that would be nice. Do you believe in reincarnation? ||| student: yea but then you will forget things. I hope Neural Link work out",Do you think Neural Link will allow you to live after death? I thought it was just a brain-computer interface.,None,0
6003435340,train,Not Available,teacher: Hi! ||| student: Hey! How’s your week been so far?,"Pretty good! I’ve been busy with work, but I managed to squeeze in some time for myself. You?",None,0
7285311990,train,Not Available,teacher: Hi! ||| student: Hi! What’s new with you today?,"Not much, just busy with some side projects. How about you?",None,0
5664899380,test,Not Available,teacher: Hi! ||| student: Morning! How are you? ||| teacher: I am doing well. Do you have any plans for the holidays? ||| student: I'll be in Mexico for New Years but for Christmas I'll likely be at work. Yourself?,I don't have any special plans. I will just stay at home with my family. How come you have to work on Christmas?,None,0
407801439,test,3.4A.Adding Whole Numbers,||| teacher: +2 points. ||| teacher:  ||| teacher: Is that your final answer? ||| student: yes ||| ,"Hm, not quite. We're looking for 342 + 200. Please make sure you're lining up the numbers correctly",provide_hint,1
287918527,val,3.4B.Rounding Whole Numbers,"||| teacher: Let's get started. ||| teacher: We have to round 2,458 to the nearest hundred. ||| teacher: Is that your final answer? ||| student: yes ||| ",Good try! But your answer is incorrect - since we want to round to the hundred we should look at the hundreds place. Can you tell me what number is in the hundreds place?,ask_question,1
7458659729,train,Not Available,"teacher: Hi! ||| student: Hello! Did you hear about the new café that opened? ||| teacher: No, I haven’t! What’s special about it? ||| student: They have a great selection of teas and pastries.",That sounds wonderful! I love a good pastry.,None,0
5981976574,train,Not Available,"teacher: Hi! ||| student: hi ||| teacher: what are you up to? ||| student: code refactoring. you? ||| teacher: me? just chilling out at work. what is code refactoring? ||| student: good question. I don't even know what I am doing ||| teacher: haha, forget it. what else do you like to do beside work? ||| student: lots of fun stuff. eating sleeping 🙂",these are important things to do in life 😉,None,0
294936549,train,3.3F.Understanding Equivalent Fractions,||| student:  ||| teacher: What is the value of 1 x2 ? ||| teacher: Are you there? ||| student: 3x9 ||| ,"Ah, not quite. When you multiply by 1, the answer is always the number that's being multiplied by 1",explain_concept,1
295011351,test,7.1G.Applying Properties of Operations (Review) - 1,||| teacher: Let's move on to the next question. ||| teacher: Kindly choose the correct answer. ||| teacher: Are you trying to choose the correct answer? ||| student: yes ||| ,"Hm, that's not it. We're trying to multiply two negative numbers together",explain_concept,1
296403768,val,5.3C.Multi-Digit Division with Two-Digit Divisors,"||| teacher: The value of 22 times 4 is 88. ||| teacher: Next, we have to subtract the value of 103 - 88. ||| teacher: What is the value of 103 - 88? ||| student: 4 ||| ","Ah, no that's not it. Since we're focused on learning long division, it's ok to use your calculator for the subtraction part",provide_strategy,1
7880977541,test,Not Available,"teacher: Hi! ||| student: Hey, how are you? ||| teacher: Pretty good. I just drank this new hint water. so good ||| student: ohh, what kind of ""hint"" did it have? ||| teacher: watermelon ||| student: nice, I love watermelon. But, I prefer normal water over flavored one. Flavored water has too synthetic flavor ||| teacher: I see. Yeah some are pretty strange ||| student: Talking about strange flavors, what is the weirdest tasting thing you have tried? ||| teacher: lol I tried this tangerine walnut icecream that was super weird ||| student: haha, I work close to a cafe which once prepared a paprika icecream",that sounds pretty tasty actually,None,0
405525990,train,5.7A.Metric Conversions and Word Problems,"||| teacher: Keep going! ||| teacher: You are doing such great work on this problem. Keep going. ||| teacher: What is your final answer? ||| student: 27,000 ||| ","Great try! Can you explain how you got 27,000?",ask_question,1
8670114482,test,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: How's it going? ||| student: Extremely busy. I have been trying to prepare for the upcoming holidays. How about you? ||| teacher: I'm going to the bahamas. Can't wait!!! ||| student: I'm jealous, take me with you!! I would love to have some warm weather right now ||| teacher: oh where are you now? ||| student: Canada. There is another major snowstorm that might hit this weekend so I have been rushing to get everything done before it comes. ||| teacher: oh no. I never seen this in person. Is it scary? ||| student: Snow is not scary as long as you're prepared. You just need to be ready to not have electricity for a while. I enjoy the aftermath of a good snowstorm because then you can go sledding or skiing. ||| teacher: that does sound nice. so what are you doing these holidays? ||| student: I am having all of the extended family over for a big meal. We will also go <REDACTED_TERM> as well. What will you do in the bahamas?",nice nice. I'm gonna go snorkeling yey,None,0
2884912431,test,Not Available,"teacher: Hi! ||| student: Hey! ||| teacher: How's your day going? ||| student: Having fun, but have a bit of a headache How about you? ||| teacher: I'm good! Just getting ready to watch a basketball game. Hope your headache goes away! ||| student: Haha, thanks! Never get them, so it's super weird Who's playing?","Hmm, try taking some <REDACTED_TERM>! I'm going to see the Warriors vs. the Grizzlies. Ever see them play?",None,0
1982377859,train,Not Available,"teacher: Hi! ||| student: hi there! what's up ||| teacher: just chilling at home ||| student: Cool !unlike here, me rushing to work",where do you work?,None,0
4350799275,train,Not Available,"teacher: Hi! ||| student: Hey ||| teacher: How's your day going? ||| student: pretty good. yours? ||| teacher: Ehh it's fine. I didn't do so well on that history test, actually.. ||| student: oh what happened? ||| teacher: Apparently Christopher Columbus didn't fight in the Civil War :') ||| student: hahah wait for real? ||| teacher: I know right! Are you taking History next semester? ||| student: No I'm not in school anymore ||| teacher: Oh I see. What do you do? ||| student: I train and compete in horse vaulting ||| teacher: Oh wow. Were you born a horse, or were you turned into one? ||| student: lol you're too funny",Just kidding. That sounds pretty cool! Is it your job?,None,0
3962679140,test,Not Available,"teacher: Hi! ||| student: Hey! How’s it going today? ||| teacher: Pretty good! I finally started learning how to play guitar. It’s challenging but fun! ||| student: That’s awesome! How long have you been playing? ||| teacher: Just a few weeks, but I’m already getting the hang of a couple of chords. What about you? Any new hobbies? ||| student: I’ve been getting into photography. I love capturing nature and landscapes.",That sounds amazing! Do you have a favorite spot to take photos?,None,0
411172189,train,5.2A.Place Value,||| teacher: Give it a try. ||| student: 10.01 ||| teacher: Is that your answer? ||| student: yes ||| ,"Hmm, not quite. We're looking to write a number with a 1 in the tenths place.",Provided a visual aid,1
8897070691,train,Not Available,teacher: Hi! ||| student: Hi! How was your weekend?,pretty good. just went to church and hangout with friends,None,0
294856553,test,4.4A.Adding Multi-Digit Numbers,||| teacher: Here is the next question. ||| teacher: Please go ahead and try to answer the question. ||| teacher: What property allows us to write the numbers in any order? ||| student: it is 12237 ||| ,Can you show on the whiteboard how you got that as the sum?,ask_question,1
2580534104,test,6.7A.Order of Operations,||| teacher: The next question is here for you. ||| teacher: Go ahead and give your best work on it. ||| teacher: Is this your final answer? ||| student: yes ||| ,The Order of Operations says we do which operation first?,ask_question,1
